Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,word_count
2025-08-17,Personal loan,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-08-18,Savings account,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-08-19,Personal loan,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-08-20,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-08-21,Savings account,,Account opening,,this is a sample complaint narrative about fees issues.,9
2025-08-22,Money transfers,,Transfer issues,,this is a sample complaint narrative about fees issues.,9
2025-08-23,Money transfers,,Interest rate,,this is a sample complaint narrative about billing issues.,9
2025-08-24,Money transfers,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-08-25,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-08-26,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-08-27,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-08-28,Savings account,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-08-29,Credit card,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-08-30,Money transfers,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-08-31,Money transfers,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-09-01,Money transfers,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-09-02,Credit card,,Billing dispute,,this is a sample complaint narrative about fees issues.,9
2025-09-03,Savings account,,Interest rate,,this is a sample complaint narrative about interest issues.,9
2025-09-04,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-09-05,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-09-06,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-09-07,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-09-08,Credit card,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-09-09,Savings account,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-09-10,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues.,9
